id,idade,genero,renda_mensal,cidade,produto_favorito,comprou_promo,frequencia_visitas,valor_total_gasto
2599,35.0,F,4838.0,Rio,oleo,Sim,1,32
2600,29.0,M,,Salvador,feijao,Não,4,192
2601,18.0,F,5932.0,Salvador,feijao,Não,4,264
2602,20.0,M,7405.0,Belo Horizonte,oleo,Sim,8,352
2603,30.0,M,5648.0,Curitiba,cafe,Sim,6,570
2604,41.0,M,6915.0,Salvador,acucar,Sim,8,800
2605,31.0,M,7436.0,Curitiba,acucar,Sim,7,539
2606,24.0,M,5214.0,Rio,cafe,Sim,3,123
2607,21.0,F,1740.0,São Paulo,arroz,Sim,6,426
2608,53.0,F,5658.0,Salvador,oleo,Sim,3,216
2609,18.0,M,4208.0,São Paulo,oleo,Sim,9,405
2610,33.0,M,7277.0,Rio,feijao,Sim,6,504
2611,61.0,M,7000.0,São Paulo,acucar,Sim,9,369
2612,58.0,F,5047.0,Belo Horizonte,arroz,Sim,9,450
2613,,F,6343.0,Salvador,cafe,Não,6,132
2614,,F,5845.0,Rio,arroz,Sim,8,568
2615,,F,4427.0,Curitiba,arroz,Não,2,150
2616,55.0,,5661.0,Salvador,,Sim,3,180
2617,41.0,M,4814.0,Belo Horizonte,cafe,Sim,5,285
2618,58.0,M,5606.0,São Paulo,,Não,6,192
2619,40.0,F,6808.0,Salvador,cafe,Não,10,670
2620,31.0,F,7008.0,Curitiba,arroz,Sim,5,135
2621,49.0,M,6588.0,Curitiba,cafe,Sim,5,260
2622,19.0,,2660.0,São Paulo,oleo,Não,9,810
2623,34.0,M,4882.0,Curitiba,cafe,Sim,10,360
2624,62.0,,6755.0,Rio,acucar,Sim,10,770
2625,21.0,M,1403.0,Rio,feijao,Sim,5,285
2626,57.0,F,3122.0,Belo Horizonte,arroz,Sim,2,138
2627,28.0,M,6266.0,Belo Horizonte,arroz,Sim,7,539
2628,38.0,M,4222.0,Curitiba,arroz,Sim,2,186
2629,44.0,F,,São Paulo,oleo,Não,10,310
2630,,M,4187.0,São Paulo,arroz,Não,9,198
2631,26.0,M,7621.0,Belo Horizonte,arroz,Não,8,544
2632,30.0,F,3442.0,Rio,acucar,Sim,9,621
2633,64.0,M,7750.0,Curitiba,cafe,Sim,4,256
2634,,F,1323.0,Salvador,acucar,Não,10,360
2635,43.0,F,6761.0,São Paulo,arroz,Não,8,480
2636,,M,6579.0,São Paulo,feijao,Não,4,164
2637,54.0,F,3243.0,Curitiba,feijao,Não,2,140
2638,32.0,F,4086.0,Rio,acucar,Sim,6,282
2639,63.0,M,4775.0,Rio,feijao,Sim,5,245
2640,57.0,M,7202.0,São Paulo,feijao,Sim,6,492
2641,56.0,M,,Rio,arroz,Sim,9,405
2642,21.0,F,,Belo Horizonte,cafe,Sim,1,81
2643,43.0,M,2748.0,Rio,cafe,Sim,8,688
2644,22.0,F,3327.0,Belo Horizonte,cafe,Sim,10,620
2645,61.0,F,7240.0,São Paulo,feijao,Não,10,440
2646,36.0,M,5017.0,Rio,oleo,Sim,2,82
2647,39.0,M,3359.0,Salvador,acucar,Sim,6,186
2648,35.0,M,7820.0,São Paulo,arroz,Não,9,225
2649,32.0,M,4559.0,Belo Horizonte,cafe,Sim,9,522
2650,58.0,F,3331.0,Belo Horizonte,acucar,Não,10,910
2651,29.0,,6585.0,São Paulo,arroz,Não,5,335
2652,21.0,,6848.0,São Paulo,,Sim,3,135
2653,49.0,F,,Salvador,acucar,Sim,7,518
2654,43.0,F,7171.0,Salvador,cafe,Sim,4,204
2655,60.0,F,3128.0,São Paulo,feijao,Sim,5,470
2656,33.0,,5830.0,Rio,feijao,Não,5,240
2657,55.0,M,3456.0,Belo Horizonte,feijao,Não,8,664
2658,51.0,F,1564.0,Rio,arroz,Não,7,567
2659,,M,2318.0,Rio,cafe,Sim,4,228
2660,55.0,F,7045.0,Curitiba,cafe,Não,2,98
2661,34.0,M,4654.0,Rio,arroz,Não,10,520
2662,64.0,F,,Curitiba,arroz,Não,5,355
2663,35.0,M,4217.0,Rio,oleo,Sim,8,248
2664,35.0,F,7129.0,São Paulo,arroz,Sim,3,219
2665,34.0,M,,São Paulo,cafe,Sim,4,172
2666,60.0,M,,Salvador,arroz,Não,6,456
2667,28.0,F,3430.0,Curitiba,,Sim,8,512
2668,63.0,M,3079.0,Salvador,arroz,Sim,7,147
2669,32.0,F,6954.0,Salvador,oleo,Não,3,261
2670,45.0,M,5654.0,São Paulo,oleo,Não,9,819
2671,32.0,M,3864.0,Salvador,oleo,Sim,3,276
2672,33.0,M,3946.0,Curitiba,oleo,Sim,9,882
2673,57.0,F,4651.0,Salvador,oleo,Não,6,432
2674,32.0,,5545.0,Belo Horizonte,arroz,Sim,8,392
2675,25.0,M,3360.0,Curitiba,acucar,Não,7,448
2676,49.0,F,,Belo Horizonte,cafe,Sim,1,96
2677,54.0,F,6356.0,Salvador,oleo,Sim,6,198
2678,20.0,M,4904.0,Rio,feijao,Não,3,138
2679,49.0,F,2032.0,Salvador,arroz,Sim,2,114
2680,23.0,M,5021.0,Rio,oleo,Sim,9,819
2681,34.0,F,3253.0,Salvador,oleo,Sim,8,160
2682,34.0,M,2453.0,Curitiba,oleo,Sim,4,104
2683,42.0,F,4100.0,Rio,oleo,Sim,10,940
2684,18.0,M,5826.0,Rio,cafe,Sim,4,208
2685,32.0,M,2124.0,Salvador,oleo,Sim,7,154
2686,54.0,F,1914.0,Rio,cafe,Sim,9,414
2687,44.0,F,1666.0,Salvador,arroz,Não,10,360
2688,,,2705.0,Rio,cafe,Não,8,800
2689,,,4639.0,Salvador,feijao,Sim,4,208
2690,56.0,M,6373.0,Salvador,cafe,Sim,6,516
2691,36.0,M,6658.0,São Paulo,oleo,Sim,5,215
2692,19.0,M,7877.0,São Paulo,oleo,Sim,7,336
2693,41.0,F,5102.0,Salvador,acucar,Sim,3,207
2694,56.0,M,2944.0,Rio,cafe,Sim,2,132
2695,47.0,M,6280.0,São Paulo,feijao,Sim,8,648
2696,19.0,F,6472.0,Curitiba,arroz,Sim,7,224
2697,50.0,M,5076.0,Rio,feijao,Não,5,390
2698,61.0,F,5980.0,Rio,feijao,Sim,5,270
2699,34.0,M,,Curitiba,acucar,Sim,7,238
2700,32.0,F,5373.0,São Paulo,oleo,Sim,6,282
2701,54.0,M,4675.0,Belo Horizonte,feijao,Sim,2,82
2702,37.0,M,1799.0,Curitiba,cafe,Sim,8,280
2703,63.0,M,,Curitiba,cafe,Sim,9,252
2704,32.0,F,2543.0,Curitiba,arroz,Sim,3,189
2705,54.0,F,6600.0,Salvador,oleo,Sim,4,104
2706,32.0,M,6320.0,Curitiba,feijao,Não,2,138
2707,,F,1630.0,Curitiba,,Não,2,94
2708,38.0,,7678.0,Belo Horizonte,acucar,Sim,6,540
2709,31.0,M,,Curitiba,feijao,Sim,1,23
2710,32.0,F,4467.0,Curitiba,cafe,Sim,10,760
2711,46.0,M,3587.0,Belo Horizonte,oleo,Não,10,970
2712,,F,1718.0,Belo Horizonte,acucar,Sim,2,196
2713,,F,7910.0,Belo Horizonte,oleo,Sim,1,87
2714,50.0,F,7542.0,São Paulo,arroz,Não,2,196
2715,58.0,F,2601.0,Curitiba,acucar,Não,1,89
2716,30.0,M,7453.0,São Paulo,feijao,Sim,1,44
2717,34.0,M,3103.0,São Paulo,oleo,Não,10,450
2718,30.0,M,1403.0,Rio,arroz,Não,4,308
2719,32.0,,3668.0,São Paulo,feijao,Sim,4,264
2720,40.0,M,5397.0,São Paulo,acucar,Sim,5,140
2721,26.0,F,,Salvador,acucar,Sim,8,528
2722,39.0,M,7863.0,Curitiba,arroz,Não,10,730
2723,,F,6928.0,Curitiba,acucar,Sim,10,240
2724,51.0,F,7815.0,Salvador,feijao,Não,10,530
2725,28.0,F,2872.0,Salvador,cafe,Não,4,248
2726,,M,6958.0,Salvador,oleo,Sim,10,220
2727,,F,3499.0,Belo Horizonte,oleo,Não,5,255
2728,53.0,M,4477.0,Curitiba,feijao,Não,9,702
2729,43.0,F,1729.0,Curitiba,arroz,Sim,8,752
2730,22.0,F,,Curitiba,,Não,5,305
2731,59.0,F,7108.0,Curitiba,,Não,2,128
2732,59.0,M,2144.0,Belo Horizonte,acucar,Sim,1,96
2733,56.0,M,5602.0,Belo Horizonte,feijao,Sim,1,57
2734,19.0,F,3573.0,Belo Horizonte,arroz,Não,2,84
2735,42.0,F,5391.0,Rio,cafe,Não,3,138
2736,56.0,F,4037.0,Salvador,feijao,Não,5,335
2737,34.0,F,7998.0,Rio,cafe,Sim,3,66
2738,42.0,,2344.0,Salvador,cafe,Sim,10,510
2739,61.0,M,3521.0,Salvador,cafe,Sim,4,144
2740,25.0,F,5933.0,São Paulo,feijao,Sim,6,546
2741,62.0,F,3506.0,Rio,cafe,Não,2,40
2742,59.0,M,5985.0,Belo Horizonte,feijao,Não,5,115
2743,38.0,F,1214.0,São Paulo,acucar,Sim,9,675
2744,25.0,F,2393.0,Belo Horizonte,,Sim,7,364
2745,32.0,F,4800.0,Salvador,oleo,Não,5,275
2746,59.0,M,6645.0,Belo Horizonte,oleo,Não,9,630
2747,18.0,M,3440.0,Salvador,acucar,Sim,9,252
2748,34.0,M,7198.0,Salvador,cafe,Sim,3,186
2749,38.0,,3669.0,São Paulo,,Não,3,222
2750,43.0,M,7547.0,Belo Horizonte,,Sim,5,150
2751,38.0,F,4444.0,Rio,oleo,Não,6,498
2752,41.0,M,1749.0,Rio,oleo,Sim,4,276
2753,20.0,F,2171.0,Salvador,cafe,Sim,9,684
2754,45.0,M,2796.0,Salvador,arroz,Não,3,147
2755,31.0,M,4666.0,Rio,cafe,Sim,10,400
2756,,F,5846.0,São Paulo,cafe,Sim,6,474
2757,55.0,M,2205.0,Belo Horizonte,acucar,Não,9,288
2758,18.0,,6192.0,Belo Horizonte,arroz,Sim,9,792
2759,44.0,M,3829.0,Curitiba,cafe,Sim,8,800
2760,47.0,F,7612.0,Curitiba,oleo,Não,4,304
2761,50.0,F,7224.0,Salvador,arroz,Sim,8,768
2762,56.0,M,7974.0,São Paulo,feijao,Não,9,432
2763,42.0,M,3871.0,São Paulo,arroz,Sim,3,192
2764,59.0,F,5379.0,São Paulo,acucar,Não,1,56
2765,25.0,F,4551.0,Rio,acucar,Não,2,60
2766,56.0,,,Curitiba,cafe,Não,6,384
2767,33.0,M,6601.0,Rio,feijao,Não,10,610
2768,50.0,M,5921.0,Rio,acucar,Não,4,116
2769,22.0,F,5345.0,Rio,cafe,Sim,8,656
2770,23.0,F,7347.0,Rio,feijao,Não,3,231
2771,51.0,M,1813.0,Belo Horizonte,oleo,Sim,10,920
2772,,F,6445.0,Salvador,feijao,Sim,4,348
2773,45.0,F,7545.0,São Paulo,feijao,Sim,1,79
2774,36.0,M,7481.0,Belo Horizonte,acucar,Sim,3,135
2775,61.0,F,6841.0,Salvador,cafe,Sim,2,44
2776,34.0,M,4033.0,São Paulo,arroz,Sim,3,72
2777,51.0,M,7293.0,Rio,acucar,Não,7,490
2778,43.0,M,5615.0,Salvador,oleo,Sim,6,408
2779,36.0,F,5379.0,Salvador,arroz,Sim,3,174
2780,38.0,,4232.0,Rio,,Sim,2,96
2781,60.0,M,2735.0,Curitiba,feijao,Não,6,216
2782,59.0,M,,Belo Horizonte,cafe,Sim,2,158
2783,23.0,F,5308.0,São Paulo,cafe,Sim,2,96
2784,36.0,M,2198.0,Belo Horizonte,feijao,Não,6,336
2785,21.0,M,6609.0,São Paulo,oleo,Sim,1,84
2786,39.0,F,,São Paulo,acucar,Não,1,26
2787,26.0,,,Belo Horizonte,feijao,Não,1,32
2788,64.0,F,4552.0,Belo Horizonte,,Sim,7,658
2789,50.0,F,1628.0,Belo Horizonte,arroz,Não,4,192
2790,47.0,M,4293.0,Rio,arroz,Não,9,657
2791,37.0,M,7304.0,Salvador,acucar,Sim,10,860
2792,59.0,F,4602.0,Salvador,acucar,Sim,3,213
2793,20.0,M,5413.0,Belo Horizonte,oleo,Não,3,222
2794,38.0,,,Rio,feijao,Sim,5,300
2795,30.0,M,2828.0,Belo Horizonte,oleo,Não,10,850
2796,53.0,F,,Rio,arroz,Não,1,73
2797,20.0,M,6658.0,Salvador,arroz,Sim,2,76
2798,,F,6215.0,São Paulo,oleo,Não,10,560
2799,64.0,F,2473.0,Belo Horizonte,feijao,Não,3,285
2800,39.0,M,4536.0,Curitiba,acucar,Não,2,146
2801,60.0,M,5079.0,São Paulo,feijao,Sim,5,240
2802,27.0,M,6530.0,São Paulo,acucar,Não,4,80
2803,48.0,F,3289.0,Salvador,arroz,Sim,4,400
2804,65.0,F,5646.0,Belo Horizonte,acucar,Sim,9,603
2805,19.0,M,4079.0,Curitiba,feijao,Não,7,273
2806,26.0,M,2681.0,Rio,cafe,Sim,4,172
2807,65.0,F,3469.0,Rio,cafe,Sim,9,639
2808,52.0,F,5291.0,São Paulo,acucar,Não,8,608
2809,57.0,F,4165.0,Salvador,feijao,Não,8,208
2810,45.0,M,4286.0,Belo Horizonte,cafe,Não,1,28
2811,51.0,F,1599.0,Salvador,acucar,Sim,5,245
2812,,F,1661.0,Rio,acucar,Não,2,152
2813,26.0,F,7000.0,Belo Horizonte,arroz,Sim,2,108
2814,51.0,M,4518.0,São Paulo,oleo,Não,2,70
2815,58.0,F,,Salvador,arroz,Não,3,204
2816,32.0,M,,Salvador,oleo,Sim,8,760
2817,59.0,M,3553.0,São Paulo,acucar,Não,4,252
2818,54.0,F,6321.0,Belo Horizonte,,Sim,6,348
2819,29.0,F,2604.0,São Paulo,arroz,Não,1,57
2820,,M,6312.0,Curitiba,feijao,Sim,3,75
2821,40.0,M,5078.0,São Paulo,arroz,Sim,3,255
2822,25.0,F,2343.0,Belo Horizonte,feijao,Sim,2,178
2823,40.0,M,7350.0,Rio,cafe,Sim,8,456
2824,,M,6716.0,Curitiba,acucar,Sim,8,768
2825,63.0,M,7537.0,Salvador,feijao,Sim,10,870
2826,52.0,F,5209.0,Rio,cafe,Não,2,172
2827,56.0,F,1850.0,Salvador,oleo,Sim,1,31
2828,36.0,F,2356.0,Curitiba,cafe,Não,7,161
2829,18.0,F,4900.0,Curitiba,arroz,Não,8,352
2830,37.0,F,4205.0,Curitiba,cafe,Sim,5,140
2831,18.0,M,6759.0,Curitiba,cafe,Sim,9,819
2832,31.0,M,2331.0,Curitiba,cafe,Não,7,623
2833,,M,4227.0,Rio,acucar,Sim,9,306
2834,61.0,F,7195.0,Salvador,oleo,Sim,1,100
2835,57.0,F,6419.0,Rio,oleo,Sim,10,370
2836,40.0,M,5765.0,São Paulo,oleo,Sim,10,750
2837,35.0,F,7120.0,Curitiba,acucar,Sim,2,156
2838,,M,,Curitiba,feijao,Sim,7,378
2839,52.0,F,1974.0,Belo Horizonte,cafe,Não,7,483
2840,37.0,M,5340.0,Salvador,arroz,Sim,3,117
2841,59.0,F,1467.0,São Paulo,,Sim,3,120
2842,37.0,M,7518.0,Rio,acucar,Sim,5,445
2843,58.0,F,3554.0,São Paulo,cafe,Não,3,102
2844,36.0,F,7318.0,Belo Horizonte,oleo,Sim,9,711
2845,44.0,M,6901.0,Salvador,oleo,Sim,10,380
2846,44.0,,5405.0,Curitiba,cafe,Sim,8,704
2847,52.0,F,7833.0,São Paulo,cafe,Sim,6,258
2848,50.0,M,7686.0,Rio,acucar,Sim,8,536
2849,19.0,F,5472.0,Curitiba,,Sim,4,316
2850,28.0,M,4644.0,Belo Horizonte,cafe,Sim,3,141
2851,49.0,M,5196.0,Salvador,acucar,Não,2,146
2852,34.0,F,2003.0,São Paulo,feijao,Sim,5,340
2853,22.0,M,7310.0,Rio,cafe,Sim,5,400
2854,58.0,F,7723.0,São Paulo,arroz,Não,4,180
2855,46.0,F,5103.0,Curitiba,,Não,6,324
2856,19.0,F,7491.0,Curitiba,oleo,Não,2,54
2857,58.0,M,4336.0,Rio,cafe,Sim,9,873
2858,61.0,M,3150.0,São Paulo,acucar,Sim,1,35
2859,30.0,M,1907.0,Belo Horizonte,feijao,Não,10,380
2860,44.0,F,7164.0,Rio,,Sim,7,259
2861,23.0,M,3105.0,Salvador,oleo,Não,4,136
2862,63.0,F,5064.0,Belo Horizonte,arroz,Sim,5,380
2863,64.0,M,4318.0,Curitiba,cafe,Sim,4,252
2864,41.0,M,1532.0,Salvador,arroz,Sim,6,126
2865,35.0,M,3334.0,Salvador,feijao,Sim,1,100
2866,24.0,F,7141.0,Salvador,acucar,Sim,10,940
2867,40.0,M,,Rio,cafe,Sim,9,306
2868,,F,,Curitiba,,Sim,10,880
2869,38.0,F,4122.0,Belo Horizonte,acucar,Não,1,57
2870,20.0,F,,Belo Horizonte,feijao,Não,9,459
2871,28.0,M,4312.0,Belo Horizonte,cafe,Sim,7,203
2872,51.0,F,7168.0,Belo Horizonte,arroz,Não,7,420
2873,52.0,M,4111.0,Curitiba,arroz,Não,10,210
2874,51.0,M,4442.0,Belo Horizonte,arroz,Sim,5,390
2875,42.0,,,Curitiba,,Sim,10,310
2876,44.0,F,,Salvador,feijao,Sim,7,266
2877,34.0,M,5933.0,Salvador,oleo,Sim,2,122
2878,28.0,F,6635.0,Salvador,acucar,Sim,4,196
2879,58.0,M,4884.0,Curitiba,,Sim,8,288
2880,18.0,F,3300.0,Curitiba,oleo,Sim,3,87
2881,28.0,M,7684.0,Salvador,acucar,Sim,2,118
2882,61.0,M,7573.0,Rio,feijao,Não,2,104
2883,,F,7818.0,Belo Horizonte,feijao,Não,6,342
2884,,M,2987.0,Rio,cafe,Não,3,105
2885,24.0,M,5800.0,Rio,acucar,Não,8,296
2886,32.0,M,7163.0,Rio,cafe,Sim,1,83
2887,28.0,F,4753.0,São Paulo,feijao,Sim,10,690
2888,28.0,F,7393.0,São Paulo,oleo,Sim,4,268
2889,47.0,M,5546.0,Belo Horizonte,arroz,Não,8,712
2890,47.0,M,2953.0,Belo Horizonte,arroz,Não,6,558
2891,65.0,M,5426.0,Rio,,Sim,2,80
2892,34.0,M,4439.0,Salvador,,Sim,1,63
2893,30.0,M,5903.0,Belo Horizonte,arroz,Sim,2,134
2894,65.0,M,5590.0,São Paulo,feijao,Não,7,392
2895,31.0,F,3268.0,São Paulo,acucar,Sim,8,752
2896,65.0,F,,Salvador,acucar,Não,2,152
2897,20.0,,,São Paulo,cafe,Não,4,128
2898,64.0,F,6065.0,Rio,feijao,Sim,1,60
2899,46.0,,4768.0,Salvador,acucar,Sim,9,666
2900,38.0,M,1516.0,Curitiba,oleo,Sim,1,26
2901,,M,1202.0,Belo Horizonte,oleo,Sim,10,220
2902,44.0,M,1272.0,Belo Horizonte,acucar,Sim,7,630
2903,45.0,M,,Rio,acucar,Sim,8,640
2904,40.0,F,3427.0,Rio,acucar,Sim,9,441
2905,43.0,M,7271.0,São Paulo,oleo,Sim,5,220
2906,42.0,M,,Belo Horizonte,feijao,Sim,7,154
2907,49.0,M,5655.0,Rio,,Sim,3,228
2908,27.0,F,2592.0,Curitiba,oleo,Não,6,396
2909,38.0,M,2780.0,Salvador,feijao,Sim,3,294
2910,,M,4974.0,Salvador,arroz,Não,10,880
2911,52.0,M,7682.0,São Paulo,cafe,Sim,5,205
2912,36.0,M,,Belo Horizonte,arroz,Não,1,80
2913,46.0,F,2739.0,São Paulo,cafe,Sim,8,192
2914,32.0,M,2905.0,Curitiba,acucar,Não,6,558
2915,44.0,F,6810.0,São Paulo,feijao,Sim,4,288
2916,54.0,M,3264.0,São Paulo,feijao,Sim,2,94
2917,,F,1792.0,Rio,oleo,Sim,9,828
2918,31.0,M,6530.0,Rio,oleo,Sim,10,880
2919,18.0,F,1661.0,São Paulo,feijao,Sim,7,196
2920,64.0,,1417.0,São Paulo,cafe,Sim,4,108
2921,39.0,,5538.0,São Paulo,feijao,Não,2,122
2922,65.0,F,7316.0,Rio,cafe,Não,1,30
2923,,M,7281.0,Belo Horizonte,,Não,7,623
2924,22.0,M,3735.0,São Paulo,arroz,Sim,1,28
2925,58.0,F,5639.0,Rio,oleo,Sim,9,450
2926,58.0,F,4571.0,Curitiba,acucar,Sim,4,180
2927,48.0,M,6776.0,Curitiba,oleo,Não,7,371
2928,57.0,F,3565.0,Rio,acucar,Sim,6,210
2929,47.0,F,,São Paulo,feijao,Sim,3,294
2930,62.0,F,3452.0,Curitiba,arroz,Não,8,248
2931,25.0,F,3511.0,Belo Horizonte,feijao,Sim,1,79
2932,58.0,F,4893.0,São Paulo,oleo,Sim,5,490
2933,57.0,F,2894.0,Belo Horizonte,,Sim,2,192
2934,40.0,,7615.0,São Paulo,feijao,Sim,2,58
2935,41.0,M,5610.0,Rio,acucar,Não,7,532
2936,29.0,F,3525.0,Rio,cafe,Sim,4,256
2937,49.0,M,3741.0,Belo Horizonte,oleo,Não,9,495
2938,28.0,F,4000.0,Rio,,Não,9,342
2939,25.0,M,4376.0,Belo Horizonte,arroz,Não,7,644
2940,24.0,F,7711.0,São Paulo,arroz,Não,7,154
2941,28.0,F,7556.0,São Paulo,arroz,Sim,3,198
2942,53.0,M,3659.0,Rio,cafe,Não,8,480
2943,36.0,F,3708.0,São Paulo,feijao,Não,2,112
2944,45.0,,7083.0,Curitiba,feijao,Sim,2,114
2945,25.0,F,4941.0,Rio,acucar,Sim,9,351
2946,60.0,,6381.0,Rio,oleo,Sim,9,756
2947,23.0,F,7450.0,Belo Horizonte,cafe,Sim,10,460
2948,26.0,F,3207.0,Curitiba,acucar,Sim,2,76
2949,,M,2359.0,Rio,acucar,Não,2,96
2950,,F,5451.0,Curitiba,arroz,Sim,5,225
2951,57.0,M,1562.0,São Paulo,acucar,Sim,9,828
2952,51.0,M,1443.0,Curitiba,feijao,Não,2,184
2953,36.0,F,7690.0,Rio,cafe,Sim,9,639
2954,55.0,F,3166.0,Rio,feijao,Não,4,184
2955,,M,7808.0,Salvador,cafe,Sim,8,800
2956,19.0,M,2521.0,Belo Horizonte,cafe,Sim,6,426
2957,,M,1965.0,São Paulo,oleo,Sim,8,272
2958,41.0,F,5437.0,Curitiba,cafe,Sim,5,460
2959,58.0,M,1548.0,Salvador,,Não,1,28
2960,48.0,F,7846.0,Belo Horizonte,acucar,Sim,6,258
2961,37.0,,6167.0,Rio,oleo,Sim,3,216
2962,23.0,M,1936.0,Rio,acucar,Não,2,66
2963,18.0,M,3947.0,Belo Horizonte,oleo,Sim,7,175
2964,,M,4371.0,Salvador,,Não,5,460
2965,,F,4921.0,Belo Horizonte,acucar,Sim,3,141
2966,30.0,M,1846.0,Belo Horizonte,arroz,Não,7,168
2967,18.0,M,3377.0,Belo Horizonte,feijao,Não,6,240
2968,,F,7276.0,Salvador,cafe,Sim,3,75
2969,49.0,M,6392.0,São Paulo,cafe,Não,1,58
2970,44.0,,,São Paulo,arroz,Sim,7,350
2971,26.0,F,6311.0,Rio,feijao,Sim,5,160
2972,32.0,M,1219.0,Belo Horizonte,oleo,Sim,8,576
2973,30.0,F,1533.0,Salvador,,Não,2,42
2974,,M,4648.0,Salvador,cafe,Sim,4,192
2975,33.0,F,2492.0,Curitiba,arroz,Não,5,250
2976,52.0,M,7691.0,Rio,oleo,Sim,10,490
2977,51.0,M,7301.0,Belo Horizonte,acucar,Não,5,465
2978,57.0,,1370.0,Rio,oleo,Não,7,623
2979,,M,4256.0,Belo Horizonte,acucar,Não,2,96
2980,37.0,M,4253.0,São Paulo,acucar,Sim,8,720
2981,62.0,M,6171.0,São Paulo,acucar,Sim,9,702
2982,,F,6102.0,Rio,cafe,Sim,3,180
2983,26.0,M,,Belo Horizonte,feijao,Não,7,560
2984,61.0,F,6658.0,Curitiba,arroz,Sim,1,47
2985,30.0,F,6254.0,Belo Horizonte,oleo,Sim,4,252
2986,26.0,M,6114.0,Salvador,feijao,Sim,5,430
2987,54.0,F,3574.0,Curitiba,arroz,Sim,6,276
2988,63.0,F,7055.0,São Paulo,acucar,Sim,5,290
2989,31.0,F,2873.0,Rio,cafe,Não,1,36
2990,24.0,F,7846.0,Salvador,oleo,Não,3,165
2991,35.0,M,1475.0,Salvador,arroz,Sim,3,231
2992,52.0,F,1414.0,São Paulo,acucar,Sim,2,108
2993,61.0,,1398.0,Rio,arroz,Sim,5,130
2994,19.0,M,4714.0,São Paulo,acucar,Não,1,95
2995,23.0,,4943.0,Rio,oleo,Não,10,200
2996,31.0,M,3227.0,São Paulo,cafe,Sim,8,600
2997,51.0,,5657.0,São Paulo,feijao,Não,7,420
2998,29.0,M,5046.0,Curitiba,cafe,Sim,1,42
2999,28.0,F,1931.0,Salvador,arroz,Sim,10,680
3000,48.0,M,3622.0,São Paulo,cafe,Sim,1,39
3001,50.0,M,,Rio,,Não,7,217
3002,52.0,,7847.0,Salvador,acucar,Sim,3,246
3003,64.0,M,5672.0,Salvador,feijao,Não,9,819
3004,56.0,F,,Rio,arroz,Sim,9,243
3005,64.0,F,3904.0,Rio,feijao,Sim,9,630
3006,65.0,,7009.0,São Paulo,cafe,Sim,7,287
3007,51.0,M,2203.0,São Paulo,acucar,Sim,1,39
3008,41.0,F,3919.0,Belo Horizonte,feijao,Sim,7,392
3009,44.0,M,4972.0,São Paulo,oleo,Sim,8,248
3010,45.0,F,,São Paulo,cafe,Sim,10,300
3011,,F,6353.0,São Paulo,arroz,Não,8,560
3012,51.0,F,1574.0,Salvador,feijao,Não,2,102
3013,27.0,M,7310.0,Rio,cafe,Sim,7,385
3014,30.0,F,4093.0,Belo Horizonte,feijao,Sim,6,438
3015,51.0,F,4990.0,Salvador,feijao,Sim,2,150
3016,41.0,F,5065.0,Curitiba,arroz,Sim,2,188
3017,57.0,M,4771.0,São Paulo,arroz,Sim,3,282
3018,62.0,,4359.0,Rio,arroz,Não,1,29
3019,,M,1361.0,Curitiba,acucar,Sim,5,455
3020,59.0,M,7848.0,Rio,oleo,Sim,6,528
3021,25.0,F,2720.0,Rio,cafe,Não,1,67
3022,33.0,F,6090.0,Rio,cafe,Sim,4,388
3023,59.0,M,7596.0,Belo Horizonte,feijao,Não,9,360
3024,,F,7820.0,Curitiba,arroz,Não,3,141
3025,35.0,M,,Salvador,feijao,Sim,6,600
3026,37.0,F,3938.0,São Paulo,arroz,Sim,9,297
3027,46.0,F,6031.0,Belo Horizonte,cafe,Não,1,50
3028,,F,1857.0,Salvador,oleo,Não,10,710
3029,48.0,M,1716.0,Belo Horizonte,,Não,8,728
3030,53.0,F,1957.0,Belo Horizonte,acucar,Não,10,580
3031,32.0,F,6714.0,Rio,arroz,Sim,1,49
3032,34.0,M,1598.0,Rio,cafe,Sim,8,264
3033,29.0,M,3552.0,Curitiba,oleo,Não,9,513
3034,47.0,F,3802.0,Curitiba,oleo,Sim,8,440
3035,,M,7435.0,Rio,feijao,Sim,1,66
3036,23.0,M,3562.0,Rio,oleo,Sim,2,146
3037,41.0,F,6949.0,São Paulo,arroz,Sim,9,810
3038,44.0,,5260.0,São Paulo,cafe,Sim,1,46
3039,41.0,F,,Rio,arroz,Não,5,310
3040,62.0,,6189.0,Rio,,Não,1,68
3041,62.0,M,2719.0,Belo Horizonte,feijao,Sim,7,322
3042,53.0,F,7040.0,São Paulo,arroz,Sim,8,224
3043,54.0,F,3236.0,Salvador,arroz,Não,8,632
3044,64.0,M,2981.0,São Paulo,cafe,Sim,7,560
3045,35.0,M,6873.0,São Paulo,cafe,Sim,9,666
3046,30.0,F,3073.0,São Paulo,,Sim,8,568
3047,65.0,M,3955.0,Curitiba,acucar,Não,3,225
3048,38.0,F,,Belo Horizonte,cafe,Não,4,216
3049,54.0,,3966.0,Belo Horizonte,arroz,Sim,4,304
3050,41.0,M,4738.0,São Paulo,cafe,Não,2,104
3051,45.0,M,6413.0,São Paulo,feijao,Sim,9,801
3052,21.0,F,6959.0,Rio,acucar,Sim,1,35
3053,64.0,F,4219.0,São Paulo,,Sim,6,258
3054,24.0,M,6886.0,Salvador,,Sim,10,850
